Unix Time, Vive Time,Left Pos x, Left Pos y, Right Pos x, Right Pos y, Eye Position
1683142763285928,2958947,-1,-1,-1,-1,OK
1683142763293992,2958956,-1,-1,-1,-1,OK
1683142763301688,2958964,-1,-1,-1,-1,OK
1683142763310195,2958972,-1,-1,-1,-1,OK
1683142763318699,2958981,-1,-1,-1,-1,OK
1683142763326702,2958989,-1,-1,-1,-1,OK
1683142763335789,2958997,-1,-1,-1,-1,OK
1683142763343819,2959006,-1,-1,-1,-1,OK
1683142763351854,2959014,-1,-1,-1,-1,OK
1683142763360186,2959022,-1,-1,-1,-1,OK
1683142763369693,2959031,-1,-1,-1,-1,OK
1683142763377695,2959039,-1,-1,-1,-1,OK
1683142763385203,2959047,-1,-1,-1,-1,OK
1683142763393716,2959056,-1,-1,-1,-1,OK
1683142763401723,2959064,-1,-1,-1,-1,OK
1683142763410236,2959072,-1,-1,-1,-1,OK
1683142763418743,2959081,-1,-1,-1,-1,OK
1683142763427751,2959089,-1,-1,-1,-1,OK
1683142763435259,2959097,-1,-1,-1,-1,OK
1683142763443768,2959106,-1,-1,-1,-1,OK
1683142763452278,2959114,-1,-1,-1,-1,OK
1683142763460785,2959122,-1,-1,-1,-1,OK
1683142763468883,2959131,-1,-1,-1,-1,OK
1683142763476886,2959139,-1,-1,-1,-1,OK
1683142763485394,2959147,-1,-1,-1,-1,OK
1683142763493903,2959156,-1,-1,-1,-1,OK
1683142763501911,2959164,-1,-1,-1,-1,OK
1683142763510417,2959172,-1,-1,-1,-1,OK
1683142763518924,2959181,-1,-1,-1,-1,OK
1683142763526927,2959189,-1,-1,-1,-1,OK
1683142763535433,2959197,-1,-1,-1,-1,OK
1683142763543944,2959206,-1,-1,-1,-1,OK
1683142763552453,2959214,-1,-1,-1,-1,OK
1683142763560967,2959222,-1,-1,-1,-1,OK
1683142763568471,2959231,-1,-1,-1,-1,OK
1683142763576480,2959239,-1,-1,-1,-1,OK
1683142763584989,2959247,-1,-1,-1,-1,OK
1683142763594061,2959256,-1,-1,-1,-1,OK
1683142763602079,2959264,-1,-1,-1,-1,OK
1683142763610590,2959272,-1,-1,-1,-1,OK
1683142763619096,2959281,-1,-1,-1,-1,OK
1683142763627602,2959289,-1,-1,-1,-1,OK
1683142763635610,2959297,-1,-1,-1,-1,OK
1683142763644120,2959306,-1,-1,-1,-1,OK
1683142763652634,2959314,-1,-1,-1,-1,OK
1683142763660142,2959322,-1,-1,-1,-1,OK
1683142763668649,2959331,-1,-1,-1,-1,OK
1683142763677648,2959339,-1,-1,-1,-1,OK
1683142763685153,2959347,-1,-1,-1,-1,OK
1683142763693661,2959356,-1,-1,-1,-1,OK
1683142763702322,2959364,-1,-1,-1,-1,OK
1683142763710832,2959372,-1,-1,-1,-1,OK
1683142763718334,2959381,-1,-1,-1,-1,OK
1683142763726339,2959389,-1,-1,-1,-1,OK
1683142763735849,2959397,-1,-1,-1,-1,OK
1683142763743256,2959406,-1,-1,-1,-1,OK
1683142763751765,2959414,-1,-1,-1,-1,OK
1683142763760274,2959422,-1,-1,-1,-1,OK
1683142763768782,2959431,-1,-1,-1,-1,OK
1683142763776784,2959439,-1,-1,-1,-1,OK
1683142763785293,2959447,-1,-1,-1,-1,OK
1683142763793803,2959456,-1,-1,-1,-1,OK
1683142763802363,2959464,-1,-1,-1,-1,OK
1683142763809870,2959472,-1,-1,-1,-1,OK
1683142763818371,2959481,-1,-1,-1,-1,OK
1683142763826376,2959489,-1,-1,-1,-1,OK
1683142763834882,2959497,-1,-1,-1,-1,OK
1683142763843987,2959506,-1,-1,-1,-1,OK
1683142763852496,2959514,-1,-1,-1,-1,OK
1683142763860006,2959522,-1,-1,-1,-1,OK
1683142763868511,2959531,-1,-1,-1,-1,OK
1683142763876515,2959539,-1,-1,-1,-1,OK
1683142763885021,2959547,-1,-1,-1,-1,OK
1683142763893525,2959556,-1,-1,-1,-1,OK
1683142763902535,2959564,-1,-1,-1,-1,OK
1683142763910042,2959572,-1,-1,-1,-1,OK
1683142763918544,2959581,-1,-1,-1,-1,OK
1683142763926548,2959589,-1,-1,-1,-1,OK
1683142763935054,2959597,-1,-1,-1,-1,OK
1683142763943565,2959606,-1,-1,-1,-1,OK
1683142763952077,2959614,-1,-1,-1,-1,OK
1683142763960587,2959622,-1,-1,-1,-1,OK
1683142763969092,2959631,-1,-1,-1,-1,OK
1683142763976094,2959639,-1,-1,-1,-1,OK
1683142763985602,2959647,-1,-1,-1,-1,OK
1683142763994106,2959656,-1,-1,-1,-1,OK
1683142764002116,2959664,-1,-1,-1,-1,OK
1683142764010629,2959672,-1,-1,-1,-1,OK
1683142764019132,2959681,-1,-1,-1,-1,OK
1683142764026132,2959689,-1,-1,-1,-1,OK
1683142764035640,2959697,-1,-1,-1,-1,OK
1683142764043147,2959706,-1,-1,-1,-1,OK
1683142764051664,2959714,-1,-1,-1,-1,OK
1683142764060055,2959722,-1,-1,-1,-1,OK
1683142764068561,2959731,-1,-1,-1,-1,OK
1683142764077564,2959739,-1,-1,-1,-1,OK
1683142764085807,2959747,-1,-1,-1,-1,OK
1683142764094313,2959756,-1,-1,-1,-1,OK
1683142764102286,2959764,-1,-1,-1,-1,OK
1683142764110793,2959772,-1,-1,-1,-1,OK
1683142764118295,2959781,-1,-1,-1,-1,OK
1683142764126301,2959789,-1,-1,-1,-1,OK
1683142764135811,2959797,-1,-1,-1,-1,OK
1683142764143318,2959806,-1,-1,-1,-1,OK
1683142764151831,2959814,-1,-1,-1,-1,OK
1683142764160337,2959822,-1,-1,-1,-1,OK
1683142764168842,2959831,-1,-1,-1,-1,OK
1683142764176845,2959839,-1,-1,-1,-1,OK
1683142764185350,2959847,-1,-1,-1,-1,OK
1683142764193860,2959855,-1,-1,-1,-1,OK
1683142764201871,2959864,-1,-1,-1,-1,OK
1683142764210378,2959872,-1,-1,-1,-1,OK
1683142764218887,2959880,-1,-1,-1,-1,OK
1683142764226886,2959889,-1,-1,-1,-1,OK
1683142764235025,2959897,-1,-1,-1,-1,OK
1683142764243538,2959905,-1,-1,-1,-1,OK
1683142764252049,2959914,-1,-1,-1,-1,OK
1683142764260167,2959922,-1,-1,-1,-1,OK
1683142764270678,2959930,-1,-1,-1,-1,OK
1683142764276676,2959939,-1,-1,-1,-1,OK
1683142764285183,2959947,-1,-1,-1,-1,OK
1683142764293696,2959955,-1,-1,-1,-1,OK
1683142764301704,2959964,-1,-1,-1,-1,OK
1683142764310216,2959972,-1,-1,-1,-1,OK
1683142764318725,2959980,-1,-1,-1,-1,OK
1683142764326730,2959989,-1,-1,-1,-1,OK
1683142764335236,2959997,-1,-1,-1,-1,OK
1683142764343750,2960005,-1,-1,-1,-1,OK
1683142764352257,2960014,-1,-1,-1,-1,OK
1683142764359762,2960022,-1,-1,-1,-1,OK
1683142764368266,2960030,-1,-1,-1,-1,OK
1683142764376273,2960039,-1,-1,-1,-1,OK
1683142764384781,2960047,-1,-1,-1,-1,OK
1683142764393844,2960055,-1,-1,-1,-1,OK
1683142764401852,2960064,-1,-1,-1,-1,OK
1683142764410165,2960072,-1,-1,-1,-1,OK
1683142764418671,2960080,-1,-1,-1,-1,OK
1683142764426674,2960089,-1,-1,-1,-1,OK
1683142764435182,2960097,-1,-1,-1,-1,OK
1683142764443686,2960105,-1,-1,-1,-1,OK
1683142764452194,2960114,-1,-1,-1,-1,OK
1683142764460701,2960122,-1,-1,-1,-1,OK
1683142764468202,2960130,-1,-1,-1,-1,OK
1683142764476208,2960139,-1,-1,-1,-1,OK
1683142764485713,2960147,-1,-1,-1,-1,OK
1683142764493220,2960155,-1,-1,-1,-1,OK
1683142764501882,2960164,-1,-1,-1,-1,OK
1683142764510387,2960172,-1,-1,-1,-1,OK
1683142764518896,2960180,-1,-1,-1,-1,OK
1683142764526902,2960189,-1,-1,-1,-1,OK
1683142764535405,2960197,-1,-1,-1,-1,OK
1683142764543912,2960205,-1,-1,-1,-1,OK
1683142764552421,2960214,-1,-1,-1,-1,OK
1683142764559927,2960222,-1,-1,-1,-1,OK
1683142764568431,2960230,-1,-1,-1,-1,OK
1683142764576438,2960239,-1,-1,-1,-1,OK
1683142764584946,2960247,-1,-1,-1,-1,OK
1683142764593453,2960255,-1,-1,-1,-1,OK
1683142764601459,2960264,-1,-1,-1,-1,OK
1683142764609972,2960272,-1,-1,-1,-1,OK
1683142764618473,2960280,-1,-1,-1,-1,OK
1683142764626477,2960289,-1,-1,-1,-1,OK
1683142764634986,2960297,-1,-1,-1,-1,OK
1683142764643493,2960305,-1,-1,-1,-1,OK
1683142764652002,2960314,-1,-1,-1,-1,OK
1683142764660508,2960322,-1,-1,-1,-1,OK
1683142764668077,2960330,-1,-1,-1,-1,OK
1683142764677015,2960339,-1,-1,-1,-1,OK
1683142764685523,2960347,-1,-1,-1,-1,OK
1683142764694033,2960355,-1,-1,-1,-1,OK
1683142764702043,2960364,-1,-1,-1,-1,OK
1683142764710548,2960372,-1,-1,-1,-1,OK
1683142764718054,2960380,-1,-1,-1,-1,OK
1683142764726062,2960389,-1,-1,-1,-1,OK
1683142764735571,2960397,-1,-1,-1,-1,OK
1683142764743082,2960405,-1,-1,-1,-1,OK
1683142764751590,2960414,-1,-1,-1,-1,OK
1683142764760102,2960422,-1,-1,-1,-1,OK
1683142764768606,2960430,-1,-1,-1,-1,OK
1683142764776609,2960439,-1,-1,-1,-1,OK
1683142764784937,2960447,-1,-1,-1,-1,OK
1683142764793016,2960455,-1,-1,-1,-1,OK
1683142764802024,2960464,-1,-1,-1,-1,OK
1683142764810064,2960472,-1,-1,-1,-1,OK
1683142764818571,2960480,-1,-1,-1,-1,OK
1683142764826571,2960489,-1,-1,-1,-1,OK
1683142764835077,2960497,-1,-1,-1,-1,OK
1683142764843582,2960505,-1,-1,-1,-1,OK
1683142764852090,2960514,-1,-1,-1,-1,OK
1683142764860597,2960522,-1,-1,-1,-1,OK
1683142764868769,2960530,-1,-1,-1,-1,OK
1683142764876770,2960539,-1,-1,-1,-1,OK
1683142764885280,2960547,-1,-1,-1,-1,OK
1683142764893790,2960555,-1,-1,-1,-1,OK
1683142764901797,2960564,-1,-1,-1,-1,OK
1683142764910307,2960572,-1,-1,-1,-1,OK
1683142764918814,2960580,-1,-1,-1,-1,OK
1683142764926817,2960589,-1,-1,-1,-1,OK
1683142764935324,2960597,-1,-1,-1,-1,OK
1683142764943833,2960605,-1,-1,-1,-1,OK
1683142764952341,2960614,-1,-1,-1,-1,OK
1683142764959852,2960622,-1,-1,-1,-1,OK
1683142764968353,2960630,-1,-1,-1,-1,OK
1683142764976359,2960639,-1,-1,-1,-1,OK
1683142764984867,2960647,-1,-1,-1,-1,OK
1683142764993373,2960655,-1,-1,-1,-1,OK
1683142765001383,2960664,-1,-1,-1,-1,OK
1683142765009894,2960672,-1,-1,-1,-1,OK
1683142765018948,2960680,-1,-1,-1,-1,OK
1683142765026948,2960689,-1,-1,-1,-1,OK
1683142765034980,2960697,-1,-1,-1,-1,OK
1683142765043485,2960705,-1,-1,-1,-1,OK
1683142765051992,2960714,-1,-1,-1,-1,OK
1683142765060151,2960722,-1,-1,-1,-1,OK
1683142765068657,2960730,-1,-1,-1,-1,OK
1683142765076660,2960739,-1,-1,-1,-1,OK
1683142765085057,2960747,-1,-1,-1,-1,OK
1683142765093563,2960755,-1,-1,-1,-1,OK
1683142765101567,2960764,-1,-1,-1,-1,OK
1683142765110076,2960772,-1,-1,-1,-1,OK
1683142765118580,2960780,-1,-1,-1,-1,OK
1683142765126584,2960789,-1,-1,-1,-1,OK
1683142765135611,2960797,-1,-1,-1,-1,OK
1683142765144692,2960805,-1,-1,-1,-1,OK
1683142765151810,2960814,-1,-1,-1,-1,OK
1683142765160026,2960822,-1,-1,-1,-1,OK
1683142765168530,2960830,-1,-1,-1,-1,OK
1683142765176534,2960839,-1,-1,-1,-1,OK
1683142765185046,2960847,-1,-1,-1,-1,OK
1683142765193554,2960855,-1,-1,-1,-1,OK
1683142765201560,2960864,-1,-1,-1,-1,OK
1683142765210070,2960872,-1,-1,-1,-1,OK
1683142765218578,2960880,-1,-1,-1,-1,OK
1683142765226578,2960889,-1,-1,-1,-1,OK
1683142765234763,2960897,-1,-1,-1,-1,OK
1683142765243268,2960905,-1,-1,-1,-1,OK
1683142765251778,2960914,-1,-1,-1,-1,OK
1683142765260292,2960922,-1,-1,-1,-1,OK
1683142765268798,2960930,-1,-1,-1,-1,OK
1683142765276799,2960939,-1,-1,-1,-1,OK
1683142765284851,2960947,-1,-1,-1,-1,OK
1683142765292901,2960955,-1,-1,-1,-1,OK
1683142765301439,2960964,-1,-1,-1,-1,OK
1683142765309950,2960972,-1,-1,-1,-1,OK
1683142765318452,2960980,-1,-1,-1,-1,OK
1683142765326456,2960989,-1,-1,-1,-1,OK
1683142765334962,2960997,-1,-1,-1,-1,OK
1683142765343467,2961005,-1,-1,-1,-1,OK
1683142765351974,2961014,-1,-1,-1,-1,OK
1683142765360482,2961022,-1,-1,-1,-1,OK
1683142765367984,2961030,-1,-1,-1,-1,OK
1683142765376989,2961039,-1,-1,-1,-1,OK
1683142765385203,2961047,-1,-1,-1,-1,OK
1683142765393726,2961055,-1,-1,-1,-1,OK
1683142765401266,2961064,-1,-1,-1,-1,OK
1683142765409776,2961072,-1,-1,-1,-1,OK
1683142765418842,2961080,-1,-1,-1,-1,OK
1683142765426842,2961089,-1,-1,-1,-1,OK
1683142765435350,2961097,-1,-1,-1,-1,OK
1683142765443856,2961105,-1,-1,-1,-1,OK
1683142765451880,2961114,-1,-1,-1,-1,OK
1683142765459956,2961122,-1,-1,-1,-1,OK
1683142765468460,2961130,-1,-1,-1,-1,OK
1683142765476463,2961139,-1,-1,-1,-1,OK
1683142765484970,2961147,-1,-1,-1,-1,OK
1683142765493477,2961155,-1,-1,-1,-1,OK
1683142765501489,2961164,-1,-1,-1,-1,OK
1683142765510000,2961172,-1,-1,-1,-1,OK
1683142765518001,2961180,-1,-1,-1,-1,OK
1683142765526343,2961189,-1,-1,-1,-1,OK
1683142765534854,2961197,-1,-1,-1,-1,OK
1683142765542945,2961205,-1,-1,-1,-1,OK
1683142765551453,2961214,-1,-1,-1,-1,OK
1683142765559964,2961222,-1,-1,-1,-1,OK
1683142765567963,2961230,-1,-1,-1,-1,OK
1683142765576985,2961239,-1,-1,-1,-1,OK
1683142765585010,2961247,-1,-1,-1,-1,OK
1683142765593513,2961255,-1,-1,-1,-1,OK
1683142765601578,2961264,-1,-1,-1,-1,OK
1683142765610034,2961272,-1,-1,-1,-1,OK
1683142765618537,2961280,-1,-1,-1,-1,OK
1683142765626542,2961289,-1,-1,-1,-1,OK
1683142765635052,2961297,-1,-1,-1,-1,OK
1683142765643565,2961305,-1,-1,-1,-1,OK
1683142765652070,2961314,-1,-1,-1,-1,OK
1683142765659575,2961322,-1,-1,-1,-1,OK
1683142765668076,2961330,-1,-1,-1,-1,OK
1683142765676081,2961339,-1,-1,-1,-1,OK
1683142765684588,2961347,-1,-1,-1,-1,OK
1683142765693763,2961355,-1,-1,-1,-1,OK
1683142765701630,2961364,-1,-1,-1,-1,OK
1683142765710138,2961372,-1,-1,-1,-1,OK
1683142765718646,2961380,-1,-1,-1,-1,OK
1683142765726649,2961389,-1,-1,-1,-1,OK
1683142765734830,2961397,-1,-1,-1,-1,OK
1683142765743130,2961405,-1,-1,-1,-1,OK
1683142765751638,2961413,-1,-1,-1,-1,OK
1683142765760786,2961422,-1,-1,-1,-1,OK
1683142765768810,2961430,-1,-1,-1,-1,OK
1683142765776809,2961438,-1,-1,-1,-1,OK
1683142765785318,2961447,-1,-1,-1,-1,OK
1683142765792825,2961455,-1,-1,-1,-1,OK
1683142765801838,2961463,-1,-1,-1,-1,OK
1683142765809878,2961472,-1,-1,-1,-1,OK
1683142765818379,2961480,-1,-1,-1,-1,OK
1683142765826384,2961488,-1,-1,-1,-1,OK
1683142765834890,2961497,-1,-1,-1,-1,OK
1683142765843398,2961505,-1,-1,-1,-1,OK
1683142765851902,2961513,-1,-1,-1,-1,OK
1683142765860297,2961522,-1,-1,-1,-1,OK
1683142765867800,2961530,-1,-1,-1,-1,OK
1683142765876803,2961538,-1,-1,-1,-1,OK
1683142765885310,2961547,-1,-1,-1,-1,OK
1683142765892817,2961555,-1,-1,-1,-1,OK
1683142765901822,2961563,-1,-1,-1,-1,OK
1683142765910203,2961572,-1,-1,-1,-1,OK
1683142765918707,2961580,-1,-1,-1,-1,OK
1683142765926708,2961588,-1,-1,-1,-1,OK
1683142765936218,2961597,-1,-1,-1,-1,OK
1683142765943724,2961605,-1,-1,-1,-1,OK
1683142765951229,2961613,-1,-1,-1,-1,OK
1683142765959734,2961622,-1,-1,-1,-1,OK
1683142765968237,2961630,-1,-1,-1,-1,OK
1683142765976242,2961638,-1,-1,-1,-1,OK
1683142765984747,2961647,-1,-1,-1,-1,OK
1683142765992815,2961655,-1,-1,-1,-1,OK
1683142766001828,2961663,-1,-1,-1,-1,OK
1683142766009902,2961672,-1,-1,-1,-1,OK
1683142766017903,2961680,-1,-1,-1,-1,OK
1683142766026211,2961688,-1,-1,-1,-1,OK
1683142766034719,2961697,-1,-1,-1,-1,OK
1683142766043231,2961705,-1,-1,-1,-1,OK
1683142766051735,2961713,-1,-1,-1,-1,OK
1683142766060242,2961722,-1,-1,-1,-1,OK
1683142766068746,2961730,-1,-1,-1,-1,OK
1683142766076747,2961738,-1,-1,-1,-1,OK
1683142766084764,2961747,-1,-1,-1,-1,OK
1683142766092951,2961755,-1,-1,-1,-1,OK
1683142766101133,2961763,-1,-1,-1,-1,OK
1683142766109907,2961772,-1,-1,-1,-1,OK
1683142766117910,2961780,-1,-1,-1,-1,OK
1683142766126994,2961788,-1,-1,-1,-1,OK
1683142766134503,2961797,-1,-1,-1,-1,OK
1683142766143014,2961805,-1,-1,-1,-1,OK
1683142766151060,2961813,-1,-1,-1,-1,OK
1683142766160234,2961822,-1,-1,-1,-1,OK
1683142766167736,2961830,-1,-1,-1,-1,OK
1683142766176740,2961838,-1,-1,-1,-1,OK
1683142766184763,2961847,-1,-1,-1,-1,OK
1683142766193269,2961855,-1,-1,-1,-1,OK
1683142766200778,2961863,-1,-1,-1,-1,OK
1683142766209788,2961872,-1,-1,-1,-1,OK
1683142766217789,2961880,-1,-1,-1,-1,OK
1683142766226066,2961888,-1,-1,-1,-1,OK
1683142766234573,2961897,-1,-1,-1,-1,OK
1683142766243083,2961905,-1,-1,-1,-1,OK
1683142766251589,2961913,-1,-1,-1,-1,OK
1683142766259760,2961922,-1,-1,-1,-1,OK
1683142766267760,2961930,-1,-1,-1,-1,OK
1683142766276811,2961938,-1,-1,-1,-1,OK
1683142766285318,2961947,-1,-1,-1,-1,OK
1683142766292827,2961955,-1,-1,-1,-1,OK
1683142766300857,2961963,-1,-1,-1,-1,OK
1683142766309872,2961972,-1,-1,-1,-1,OK
1683142766318375,2961980,-1,-1,-1,-1,OK
1683142766326383,2961988,-1,-1,-1,-1,OK
1683142766334895,2961997,-1,-1,-1,-1,OK
1683142766343226,2962005,-1,-1,-1,-1,OK
1683142766351753,2962013,-1,-1,-1,-1,OK
1683142766360259,2962022,-1,-1,-1,-1,OK
1683142766367761,2962030,-1,-1,-1,-1,OK
1683142766376765,2962038,-1,-1,-1,-1,OK
1683142766384820,2962047,-1,-1,-1,-1,OK
1683142766393240,2962055,-1,-1,-1,-1,OK
1683142766400749,2962063,-1,-1,-1,-1,OK
1683142766409765,2962072,-1,-1,-1,-1,OK
1683142766418268,2962080,-1,-1,-1,-1,OK
1683142766426273,2962088,-1,-1,-1,-1,OK
1683142766434778,2962097,-1,-1,-1,-1,OK
1683142766442820,2962105,-1,-1,-1,-1,OK
1683142766451874,2962113,-1,-1,-1,-1,OK
1683142766459377,2962122,-1,-1,-1,-1,OK
1683142766467884,2962130,-1,-1,-1,-1,OK
1683142766476888,2962138,-1,-1,-1,-1,OK
1683142766484396,2962147,-1,-1,-1,-1,OK
1683142766492904,2962155,-1,-1,-1,-1,OK
1683142766500931,2962163,-1,-1,-1,-1,OK
1683142766509943,2962172,-1,-1,-1,-1,OK
1683142766518444,2962180,-1,-1,-1,-1,OK
1683142766526447,2962188,-1,-1,-1,-1,OK
1683142766536958,2962197,-1,-1,-1,-1,OK
1683142766543467,2962205,-1,-1,-1,-1,OK
1683142766551977,2962213,-1,-1,-1,-1,OK
1683142766560146,2962222,-1,-1,-1,-1,OK
1683142766567649,2962230,-1,-1,-1,-1,OK
1683142766576652,2962238,-1,-1,-1,-1,OK
1683142766584765,2962247,-1,-1,-1,-1,OK
1683142766592828,2962255,-1,-1,-1,-1,OK
1683142766601336,2962263,-1,-1,-1,-1,OK
1683142766609875,2962272,-1,-1,-1,-1,OK
1683142766617875,2962280,-1,-1,-1,-1,OK
1683142766626143,2962288,-1,-1,-1,-1,OK
1683142766634650,2962297,-1,-1,-1,-1,OK
1683142766642701,2962305,-1,-1,-1,-1,OK
1683142766651889,2962313,-1,-1,-1,-1,OK
1683142766659392,2962322,-1,-1,-1,-1,OK
1683142766667898,2962330,-1,-1,-1,-1,OK
1683142766676900,2962338,-1,-1,-1,-1,OK
1683142766684409,2962347,-1,-1,-1,-1,OK
1683142766692918,2962355,-1,-1,-1,-1,OK
1683142766701422,2962363,-1,-1,-1,-1,OK
1683142766709814,2962372,-1,-1,-1,-1,OK
1683142766718317,2962380,-1,-1,-1,-1,OK
1683142766726324,2962388,-1,-1,-1,-1,OK
1683142766734832,2962397,-1,-1,-1,-1,OK
1683142766743253,2962405,-1,-1,-1,-1,OK
1683142766751758,2962413,-1,-1,-1,-1,OK
1683142766759786,2962422,-1,-1,-1,-1,OK
1683142766767785,2962430,-1,-1,-1,-1,OK
1683142766776841,2962438,-1,-1,-1,-1,OK
1683142766784347,2962447,-1,-1,-1,-1,OK
1683142766792850,2962455,-1,-1,-1,-1,OK
1683142766801359,2962463,-1,-1,-1,-1,OK
1683142766810142,2962472,-1,-1,-1,-1,OK
1683142766817644,2962480,-1,-1,-1,-1,OK
